Id,compound
369770,-0.6992
369772,0.869
369773,-0.0516
369776,0.5859
369777,0.6788
369778,0.8143
369780,0.9538
369783,0.8842
369792,0.8903
369794,0.5267
369798,0.9295
369799,0.5046
369804,0.7776
300578,-0.7453
300580,0.3612
300581,0.0
300583,0.5267
300585,-0.3612
300587,-0.8578
300588,0.3612
300595,0.9081
300596,0.7506
300607,0.8752
300609,0.3116
300611,0.1154
300612,0.7269
300616,0.5126
300618,0.1406
300621,0.931
300622,0.6808
300624,-0.2846
300625,0.0101
300627,-0.4215
300637,0.9519
300639,0.7846
300647,-0.0294
300648,-0.6251
300649,0.6868
300654,-0.0516
300655,0.91
300657,-0.9544
300659,0.2741
300660,0.5859
369824,0.7906
369825,0.936
369827,0.8531
369828,-0.0516
369829,0.0
369833,0.8249
369835,0.7391
369838,0.6414
369840,0.7347
369841,0.631
369843,-0.0324
369844,0.2732
369845,0.25
369846,0.9324
369848,-0.5469
369849,-0.4678
369850,0.7906
369853,0.8225
369854,0.4404
369856,0.6808
369858,0.9705
369859,0.886
369863,-0.517
369865,0.2432
369867,0.4019
369870,-0.7343
369873,0.8674
369876,0.2144
369878,-0.6705
369880,0.8658
300667,0.8779
300668,0.8943
300671,0.9349
300674,-0.5505
300676,0.9861
300678,0.4668
300681,0.8885
300692,0.9081
300696,-0.9324
300700,-0.9586
300711,0.9241
300716,-0.0126
300718,0.7228
300722,-0.1971
369885,0.7964
369887,0.7783
369888,0.296
369889,0.6958
369893,0.826
369895,0.9866
369897,-0.4215
369898,-0.1485
369902,0.9413
369904,0.0
369905,0.5007
369906,0.5868
369910,-0.3269
369916,0.698
369920,0.2354
369922,0.68
369924,0.6124
369931,0.7218
369932,0.7747
369933,0.0
369934,0.976
369935,0.9929
369938,0.5574
369939,0.8442
369944,-0.5729
300724,0.5994
300726,0.0
300727,0.9555
300729,0.1655
300733,0.4341
300734,0.0772
300737,0.4926
300743,0.7921
300746,0.9192
300749,0.5859
300751,0.7895
300757,0.7778
300758,0.5267
300759,0.964
300761,-0.4939
300762,0.9938
300763,-0.9032
300768,-0.4767
300770,0.7204
300771,0.6808
300772,0.4678
300776,0.8188
300777,0.5487
369945,0.9537
369946,0.8356
369949,0.9121
369952,0.9619
369954,0.9963
369957,0.9538
369961,-0.8911
369963,0.4939
369965,-0.8538
369967,0.937
369970,0.0812
369971,0.4404
369972,0.7783
369975,0.5683
369976,0.9274
369977,0.8519
369978,0.0772
369979,0.4875
369980,0.705
369982,0.4767
369985,-0.2144
369987,0.6369
369992,0.6369
369993,0.9313
369996,0.8271
369998,0.4588
370000,-0.1779
300778,0.9643
300779,0.0
300782,0.6124
300789,0.9081
300793,0.0
300796,-0.9607
300798,0.743
300801,0.0772
300804,0.1901
300809,0.2846
300814,-0.6114
300821,0.296
300826,0.0
300829,0.9455
300834,-0.9762
300835,0.8701
300837,0.8091
300838,0.9348
300839,0.6124
300843,0.9344
300845,-0.2399
300848,-0.6124
300852,0.1431
300856,0.6808
300862,0.9827
300864,0.6851
300867,-0.3694
300869,0.9001
300875,0.8316
370006,0.9149
370011,-0.0661
370012,0.9557
370014,0.9362
370017,0.5474
370019,0.9544
370021,0.2263
370025,0.9127
370026,0.0
370028,0.4754
370029,0.8402
370030,0.7096
370031,0.7344
370032,0.7184
370033,0.9877
370037,0.9755
370038,0.7156
370040,-0.0626
370045,0.791
370046,0.9442
370051,0.6124
370052,0.5357
370053,0.8807
370056,-0.3612
370058,0.0
370062,0.6883
370063,0.6129
370065,0.6823
370066,0.4019
370072,0.9517
300878,0.7425
300881,0.4678
300882,0.9711
300883,-0.7579
300885,0.5927
300887,0.8884
300889,0.8316
300890,0.9531
300892,-0.775
300894,0.0744
300897,-0.25
300898,-0.6614
300905,0.9736
300906,-0.807
300908,0.0
300911,0.4215
300912,0.8891
300915,0.5984
300916,0.4019
300918,0.7351
300919,0.9231
300925,0.2036
300930,0.5559
300931,0.2111
300932,-0.0387
300933,0.3612
300935,0.0
300938,0.9837
300941,0.3612
300944,0.8655
300945,0.9721
300953,0.9561
300954,0.7777
300956,0.8126
370079,-0.5267
370080,0.8844
370088,0.9553
370089,-0.4153
370093,0.8442
370099,0.4404
370101,0.8957
370103,0.3919
370105,0.9646
370108,0.507
370110,0.2495
370113,0.8687
370122,0.4994
370123,-0.1531
370125,0.8164
370134,-0.886
370136,-0.7114
370137,0.7845
370141,0.9178
370147,0.0864
370153,-0.901
370154,0.9893
370157,0.9773
370159,0.9153
370162,0.9042
370163,-0.2047
370164,0.7298
370165,0.296
300966,-0.3257
300968,0.6365
300974,-0.4767
300975,0.0
300980,0.6361
300981,0.9442
300984,-0.2263
300988,0.9809
300990,0.0
300991,0.6989
300994,-0.2551
301004,0.2935
301014,0.8757
301017,0.8473
301019,0.9179
301020,0.7587
301022,-0.3016
301034,-0.0387
370166,0.0872
370167,0.0516
370171,-0.3182
370174,-0.5267
370176,0.587
370178,0.4215
370179,-0.7745
370182,0.8899
370183,0.1154
370184,0.8197
370186,0.8716
370189,0.8472
370194,0.4215
370196,-0.863
370200,0.3417
370202,0.1531
370204,0.7717
370205,0.7921
370206,0.0
370208,0.1779
370209,0.7322
370210,-0.8861
370211,0.8923
370212,-0.481
370213,0.9161
301040,0.6696
301042,0.6369
301043,0.1531
301044,0.9382
301045,0.7196
301052,0.5994
301053,0.4745
301054,0.3818
301061,0.0763
301062,0.5106
301064,0.9081
301065,0.6474
301066,0.6114
301069,0.0772
301071,0.8439
301072,0.8104
301076,0.015
301077,0.9607
301080,0.93
301084,0.7964
301085,0.5849
301086,0.9826
301099,0.5252
301100,-0.25
301101,0.484
301107,0.0644
370221,0.5023
370223,-0.4391
370224,0.6597
370231,-0.8963
370234,0.743
370237,0.6124
370238,0.431
370241,0.8987
370243,0.25
370244,0.0671
370246,0.1901
370250,0.0
370252,0.4588
370257,0.6189
370264,0.9867
370267,0.7054
370271,0.7091
370272,0.6486
370274,-0.7506
370277,0.4019
370279,-0.0082
370281,0.0
370283,0.25
370284,0.0258
370285,0.9857
370288,0.7043
370290,0.2147
370292,0.25
370299,0.8658
370301,0.2732
370304,0.0
370306,-0.5358
370307,0.6223
370309,-0.0387
370310,0.4588
370312,0.1327
370314,0.7351
370316,0.7506
370317,0.9272
370318,0.986
370319,0.0772
370320,0.0772
370324,-0.0474
370327,-0.3089
370328,0.0187
370329,0.6249
370332,-0.3089
370334,0.25
370336,0.1779
370337,0.5994
370338,-0.6808
370340,0.3672
370341,0.4939
370343,0.946
301110,0.9643
301114,-0.9816
301115,0.9001
301120,0.5912
301131,0.7506
301134,0.9214
301136,0.8777
301144,0.9657
301148,0.9519
301154,0.6486
301159,0.7227
301161,-0.7579
301162,-0.1027
301164,-0.8491
301165,-0.3071
301170,0.8313
301175,0.9584
301176,0.188
301178,0.25
301180,0.6474
301184,0.0258
301185,-0.9894
301188,0.0
301189,-0.9461
301191,0.6124
301192,-0.6428
301201,-0.2732
301203,0.5106
370345,-0.3167
370346,0.2579
370347,0.8496
370350,-0.7351
370354,0.8251
370356,0.5528
370357,0.967
370358,-0.7479
370360,0.9169
370365,-0.5083
370367,0.9109
370370,0.1128
370372,0.5434
370375,0.3612
370381,0.8133
370385,0.6369
370386,0.9703
370387,0.701
370390,0.694
370391,0.6696
370392,0.6705
370394,-0.9538
370396,0.8213
370398,-0.4767
370399,0.5106
370401,0.5267
370404,0.7351
370406,0.784
370409,0.7317
370411,0.8225
370412,0.4019
370413,0.6597
370418,0.8534
370422,0.7126
370424,0.0
370425,0.4215
301204,-0.5267
301205,0.3818
301206,0.2023
301210,0.0
301218,0.8519
301220,0.8539
301221,0.0
301222,0.25
301225,0.7269
301226,0.3818
301228,0.7269
301231,0.9153
301240,-0.5499
301243,0.9127
301247,0.4939
301249,0.4767
301252,-0.1655
301253,0.8845
301256,-0.0231
301263,0.1406
301267,-0.4215
301276,-0.6808
301279,0.0
301283,0.0
301285,0.5719
301290,0.5994
301291,0.5859
301293,0.8803
301300,-0.1655
301302,0.4019
301305,0.6124
301306,0.6705
301308,0.4767
370428,0.0
370433,0.801
370436,0.34
370437,-0.7269
370439,0.9663
370440,0.0
370442,0.4939
370445,0.0
370450,0.7717
370451,0.4215
370455,0.0258
370457,0.0129
370458,0.1779
370460,-0.8361
370465,0.8691
370468,0.8074
370469,-0.296
370470,-0.34
370471,0.8442
370473,0.9851
370484,-0.2144
370487,0.34
370488,0.5927
370490,0.2732
370491,0.5423
370492,0.7096
370499,0.9321
370501,0.9607
370502,0.8752
370505,0.9201
370506,0.9374
370512,0.0
370513,0.8888
370514,0.6265
370518,0.872
370519,-0.3786
370521,0.3818
370525,0.0
370530,0.933
370531,0.0
370532,0.1779
370533,0.4005
370536,-0.1511
301310,0.3182
301315,0.8651
301319,0.7351
301320,0.1613
301326,0.9473
301329,-0.7093
301333,0.9852
301334,0.8779
301339,-0.1739
301340,0.9131
301341,-0.296
301347,0.8625
301349,0.4939
301350,0.6669
301354,0.5962
301355,0.0516
301357,0.9873
301362,0.908
301364,0.1629
301367,0.0662
301368,0.1531
301373,-0.2263
301374,0.9209
301375,0.8316
301378,-0.761
301382,0.2732
301383,0.8031
301386,-0.3071
301393,-0.2411
301394,0.4767
301397,-0.2617
301398,-0.1072
301400,0.1122
301401,0.1124
301404,0.996
301407,0.7184
301408,0.1177
301412,-0.2732
301415,0.8917
301417,0.7748
301419,0.4404
301420,-0.5023
301421,0.7506
301424,0.5003
301428,0.0772
301432,-0.7401
301441,0.1531
301442,-0.5106
301445,0.7717
301448,-0.1604
370540,0.9573
370541,0.8572
370543,0.7351
370552,-0.4573
370553,0.0
370554,0.5106
370555,0.9022
370556,0.0
370557,0.7025
370561,0.7269
370566,0.9794
370568,0.0387
370569,0.1531
370570,0.4404
370572,0.85
370573,0.1901
370575,-0.4692
370580,-0.5363
370582,0.957
370585,0.7683
370588,0.886
370589,0.9287
370590,0.1901
370591,0.3818
370593,0.8176
370595,0.7184
370600,0.8316
370605,0.8078
370606,0.0772
370607,0.25
370608,0.9686
370609,-0.3182
370611,0.7003
370615,-0.6187
370620,0.1734
370621,0.7096
370622,0.0576
370624,0.7936
370626,0.5927
370631,0.7351
370632,0.0
370635,0.9058
370641,0.0
370643,0.9432
370645,0.1655
370650,0.0516
370655,0.9898
370657,-0.5346
370658,0.956
370659,0.3521
370668,0.2018
370669,0.9653
370672,0.4391
301458,0.8674
301462,0.9696
301466,-0.1187
301472,0.9457
301473,0.743
301475,-0.296
301478,0.9896
301479,0.833
301480,0.6512
301481,0.936
301483,0.1979
301484,-0.2767
301485,0.1531
301497,0.0857
301502,0.8462
301503,0.8807
301505,0.9156
301508,0.7269
301527,0.7964
301529,0.7906
301532,0.8608
301533,0.9702
301541,0.8775
301542,0.7845
301545,0.8999
301547,0.0772
301549,0.9678
301551,0.9684
301552,-0.9113
301554,0.4215
301557,-0.3939
301558,0.9537
301559,0.6649
301560,0.4071
301562,0.3182
301568,0.0
301570,0.5423
301572,0.7506
301579,0.765
301581,0.0
301582,0.8555
301583,0.9428
301584,-0.9371
301587,0.34
301588,-0.0844
301599,-0.1263
301600,-0.0258
301601,0.3612
301602,0.7351
301604,0.5569
301605,0.7712
301607,0.989
301610,-0.6652
301613,-0.0772
301619,0.8225
301622,0.6808
301623,0.1759
301626,0.9473
301628,0.6939
301630,0.795
301634,0.4939
301636,0.6369
301646,0.9274
301647,0.921
301649,-0.4802
301656,0.128
301658,0.3182
301659,0.8338
301660,0.9324
301663,0.3491
301666,-0.7516
301668,0.0297
301669,-0.3182
301672,0.9022
301675,0.8588
301680,0.5423
301688,-0.765
301694,-0.0248
301702,0.089
301708,-0.7444
370674,0.6855
370675,0.9538
370677,0.743
370679,0.2732
370681,0.8807
370683,-0.8887
370684,0.0258
370685,-0.813
370688,-0.1232
370691,0.802
370692,0.9702
370695,0.2023
370697,-0.2083
370699,0.7579
370704,0.1531
370705,0.34
370711,0.9326
370713,-0.8852
370714,0.7096
370716,0.0
370723,0.1734
370724,0.9593
370725,0.3182
370726,0.6872
370729,0.4588
370734,0.2249
370735,0.3818
370744,0.9306
370747,0.6597
370750,-0.6652
370751,0.9851
370752,0.674
370753,0.8519
370756,-0.4019
370757,0.0
370759,0.4404
370760,0.8643
370762,0.7945
370764,0.7845
370767,0.0
370769,-0.9244
370772,0.7778
370777,-0.7717
370784,0.9784
370785,-0.3071
370788,0.9541
370789,0.2732
370791,0.0
370794,0.6757
370795,0.8481
370798,0.2732
370802,0.4118
370803,-0.6705
370805,0.4404
370806,0.0
370808,0.9454
370810,0.4543
370813,-0.9769
370814,0.0
370815,0.7261
370817,0.128
370820,-0.866
370821,-0.2732
370822,0.1406
370823,0.6059
370824,-0.8121
370826,0.3291
370827,-0.8264
370832,0.6486
370840,0.7301
370841,0.8172
301713,0.8945
301715,0.9685
301719,0.2263
301721,0.802
301727,-0.4881
301729,-0.8173
301732,-0.4852
301734,-0.6249
301736,0.8717
301739,0.8757
301741,0.9294
301743,0.3612
301744,-0.2993
301749,0.8402
301751,0.9631
301754,0.4939
301763,0.6476
301764,-0.914
301766,0.8994
301767,0.63
301768,0.4939
301772,0.5267
301775,0.9253
301777,0.7003
301778,0.0772
301779,0.7043
301781,0.9887
301785,0.8687
301801,0.4869
370842,0.2263
370844,-0.631
370847,0.9325
370849,0.4404
370857,0.9707
370858,-0.296
370860,0.9354
370861,0.8626
370862,-0.1531
370865,0.0
370869,-0.577
370871,0.8885
370873,-0.296
370876,-0.872
370877,-0.9275
370878,-0.7266
370880,0.5859
370882,0.6233
370887,0.9555
370888,0.1372
370889,-0.533
370890,-0.7269
370892,0.4019
370893,0.8145
370894,-0.7579
370897,-0.7562
370898,0.624
370903,0.936
370907,-0.8495
370910,0.9127
370916,-0.25
370918,0.025
370919,0.6374
370920,-0.1785
301802,-0.1531
301811,0.6249
301813,0.8932
301815,0.6908
301820,-0.6124
301825,0.0864
301827,0.7003
301828,0.9081
301830,0.4995
301831,0.8979
301839,0.9485
301842,0.948
301844,0.5011
301846,0.0387
301853,0.8555
301856,-0.3804
301859,-0.3612
301861,0.4318
301862,0.6027
301864,0.8945
301865,0.3716
301867,0.9729
301871,-0.6316
301872,0.3818
301876,0.289
301878,0.7579
301879,0.9432
301880,0.6956
301882,0.9419
301883,0.7717
301889,-0.2924
301892,-0.1154
301894,0.3071
301897,0.7818
301898,-0.5346
370930,-0.1728
370931,0.9959
370933,0.6705
370936,0.8176
370937,0.9794
370944,0.4102
370946,0.5574
370947,0.6124
370953,-0.5719
370954,-0.5267
370961,0.9432
370971,0.4705
370974,-0.4588
370978,-0.2023
370980,-0.5927
370981,-0.6808
370982,0.816
370983,0.4154
370984,-0.6953
370985,0.6906
370987,0.4019
370989,-0.2755
370991,0.9215
370994,0.8687
370995,0.9817
370998,0.802
370999,0.9619
371009,0.8095
371012,0.8851
371013,-0.5859
371016,0.6249
371021,0.0
371025,0.0
371026,0.9881
371027,-0.8322
301901,0.9468
301904,0.0772
301909,-0.3182
301911,0.8625
301926,0.0387
301927,0.0772
301928,0.9801
301936,-0.7522
301941,-0.0258
301942,0.9851
301946,-0.6997
301949,-0.0387
301950,0.8555
301954,0.4215
301955,0.9815
301959,-0.4473
301960,0.4767
301968,0.5267
301975,0.0153
301976,-0.5719
301977,-0.3612
301988,0.4588
301990,-0.0626
301995,-0.1411
301998,0.8317
302002,0.5773
302003,-0.8316
302004,0.5106
302007,0.3818
302008,0.6801
302015,0.3612
302021,0.4019
302025,0.9062
302030,-0.9168
302034,0.6297
302038,0.6361
302044,0.0
302045,-0.8793
302047,0.6258
302050,0.6249
302051,0.09
302058,-0.2411
302059,-0.7143
302064,-0.687
302066,0.0
302067,0.9461
302068,0.431
302072,-0.0358
302075,0.0
302077,0.7717
302078,0.9943
302080,0.8625
302081,-0.7096
302082,0.4019
302084,0.4576
302088,0.0
302091,0.9001
302092,-0.2263
302096,0.91
302098,-0.6249
371032,-0.1882
371034,0.9936
371035,-0.1406
371036,0.4588
371040,0.8804
371041,0.8741
371046,0.8955
371047,0.6476
371049,-0.7579
371052,0.3626
371054,0.3818
371055,0.4289
371056,0.9615
371057,0.6625
371058,-0.1901
371059,-0.9041
371060,-0.6369
371063,0.0129
371065,0.8519
371066,0.8152
371067,0.9607
371069,0.9421
371070,-0.6249
371079,0.0387
371080,0.93
371081,-0.4091
371082,0.9123
371085,0.4404
371090,0.6249
371094,0.7885
371100,-0.6295
371101,0.6124
371102,0.2716
371104,0.9162
371105,0.9348
371109,0.4939
371110,0.3489
371112,0.8464
371114,-0.1531
371115,0.9559
302103,0.8806
302105,-0.34
302106,0.899
302107,0.9374
302111,0.9294
302112,-0.1761
302114,0.7003
302116,0.4019
302119,-0.9325
302120,0.7964
302124,0.7339
302127,0.4091
302130,0.0
302133,0.0
302134,0.2956
302135,0.9214
302136,0.2638
302142,0.9325
302144,0.9184
302145,0.8448
302153,0.0
302155,0.9273
302159,0.9117
302160,-0.6935
302163,-0.6858
302164,0.9628
302165,0.9964
302166,0.7548
302168,-0.6432
302169,0.9349
302171,0.3054
302175,0.6701
302178,-0.5499
302179,-0.8442
371118,0.9169
371123,0.1459
371126,0.9788
371135,0.9364
371136,0.0549
371137,-0.4939
371138,0.5106
371143,0.7243
371146,0.8462
371147,0.7469
371148,0.8555
371150,-0.0129
371152,0.1316
371153,0.6875
371156,0.3977
371159,0.1124
371160,0.3352
371162,0.9782
371163,0.9225
371164,-0.1027
371165,0.886
371166,-0.1717
371167,0.0
371171,0.8736
371172,0.8834
371175,-0.7227
371176,0.8162
371178,0.7269
371180,0.7269
371182,0.9473
371186,0.0
371189,0.8653
371190,-0.6757
371191,-0.3182
371192,0.2263
371195,0.9807
371196,0.5499
302182,0.8415
302187,0.9052
302188,0.1481
302190,0.9381
302191,0.8207
302192,0.9063
302197,0.1531
302198,0.765
302202,0.0
302203,0.946
302208,0.995
302211,0.34
302213,0.765
302215,0.8074
302219,0.4404
302223,0.8617
302225,0.7964
302226,-0.4975
302229,-0.29
302236,0.7951
302238,-0.7783
302239,0.5558
302247,0.4019
302249,0.373
302254,-0.8126
302258,0.5106
302262,0.4215
302263,0.9371
302264,0.7469
371198,0.2115
371202,0.9081
371207,0.5301
371208,-0.9719
371209,0.4404
371213,0.0
371215,0.0
371217,0.6597
371219,-0.296
371224,0.2663
371225,0.7543
371227,0.936
371228,0.8958
371229,-0.4019
371230,0.1779
371233,0.9241
371234,0.3818
371236,0.2732
371238,0.7011
371242,0.9779
371244,-0.721
371246,0.9857
371249,-0.7506
371250,0.7177
371255,0.296
371256,0.8481
371257,-0.314
302273,0.889
302277,0.9922
302278,0.6267
302280,0.836
302281,0.9216
302282,0.7351
302283,0.0
302284,0.6124
302286,0.9252
302295,0.8385
302296,0.8176
302298,0.5994
302300,-0.5267
302307,0.5719
302308,0.7424
302310,0.5499
302311,0.1298
302314,0.7845
302315,0.0
302319,0.9715
302321,-0.7543
302333,0.8313
302336,0.4939
302342,0.9349
302347,0.9136
302348,-0.8834
302352,0.891
371258,0.8808
371259,0.9311
371260,0.0772
371262,0.6956
371263,0.6004
371266,0.3612
371271,0.7845
371273,0.7601
371274,-0.9239
371275,0.4019
371278,0.5668
371283,0.4927
371285,-0.9922
371290,0.4201
371291,0.9754
371293,0.1154
371294,0.9081
371295,0.8693
371302,0.7808
371303,0.9696
371305,0.4767
371307,0.91
371308,0.2513
371309,0.9684
371325,0.6997
371329,0.6597
371330,-0.7717
371331,0.928
371333,0.8316
371340,0.9668
302361,0.0
302362,0.0
302363,0.6597
302373,0.4404
302379,-0.7184
302380,0.3818
302381,0.8338
302386,0.8338
302394,0.5267
302397,-0.2787
302398,0.7291
302402,0.8625
302406,0.4404
302410,-0.4408
302414,-0.5106
302415,-0.8138
302422,-0.4939
302423,-0.3818
302425,0.323
302427,0.0
302428,0.6046
302431,0.4215
302432,-0.3491
302435,-0.3022
302437,0.802
302438,0.9689
302439,0.8674
302441,0.9336
302443,0.8201
302445,0.3182
302448,0.321
302451,-0.9418
302452,0.4549
302454,0.0
302460,-0.2695
302463,-0.6668
302464,0.9709
302476,0.34
302477,0.7269
302484,0.9565
302490,0.926
302492,0.3612
302496,-0.2744
371342,-0.4895
371345,0.5021
371350,0.0772
371351,0.1779
371352,0.0129
371353,0.8639
371354,0.9391
371358,0.6908
371361,0.9368
371363,0.8555
371364,0.5574
371365,0.4019
371368,0.8126
371369,0.8681
371375,0.892
371379,0.4215
371381,0.9151
371383,-0.7495
371386,0.743
371388,0.4574
371389,0.4311
371394,0.8176
371396,0.2249
371402,0.0
371405,0.9824
371408,0.6808
371410,0.7793
371413,0.0
371414,-0.2561
371415,0.9442
371416,0.9948
371417,-0.5106
371418,0.9684
371419,-0.4348
371420,0.0
371422,0.3612
371424,0.0
371427,0.963
371428,0.2617
371429,0.9115
371435,0.91
371436,0.2732
371439,0.9765
371440,-0.4975
371443,-0.8225
371455,0.9393
371456,-0.0516
371458,-0.4404
371461,0.6597
371462,0.9956
371464,0.0
302502,0.5267
302503,-0.799
302505,-0.177
302506,0.8126
302509,0.9414
302515,0.128
302521,0.8388
302526,0.8422
302528,0.0772
302533,0.7003
302534,0.8812
302535,0.0
302539,0.2486
302542,0.8221
302543,0.7678
302545,-0.9349
302550,0.3182
302551,-0.1154
302553,0.0
302556,0.024
302557,-0.9383
302558,0.8779
302562,0.9481
302567,-0.7882
302570,0.9439
302571,0.9823
302574,0.0516
302577,0.9623
302580,0.34
302585,0.0
302590,0.8122
302592,0.6249
302596,0.9354
302599,0.4019
302601,-0.2732
302602,0.3818
371471,-0.6597
371476,0.6597
371480,0.8294
371483,-0.5423
371487,0.9151
371488,0.079
371491,0.9244
371498,0.8641
371499,0.879
371502,0.9436
371504,-0.9062
371505,0.775
371506,0.9664
371508,0.9954
371512,-0.3586
371515,0.0
371516,0.6847
371518,0.2598
371525,0.6808
371529,0.4404
371534,-0.0123
371536,-0.2238
371538,-0.8755
371539,0.4194
371540,0.5267
371541,-0.455
371543,0.1779
371546,-0.508
371548,-0.296
371552,0.5719
371553,0.0
371558,0.8068
371559,-0.7506
371561,0.1119
371562,0.4215
371564,0.5986
371568,0.1406
371569,-0.9581
302609,0.9201
302610,0.8555
302611,0.7651
302615,0.0087
302617,0.836
302619,0.8689
302621,-0.296
302623,0.0
302626,0.9423
302628,0.128
302632,0.3919
302633,0.8006
302635,0.8934
302636,0.296
302639,0.0
302640,-0.8372
302641,0.5228
302651,0.9622
302653,0.0258
302660,-0.128
302661,0.7717
302674,0.4019
302678,0.896
302679,0.974
302681,0.4215
302682,0.7982
302688,0.144
302690,-0.4767
302692,0.9349
302695,0.7391
302699,-0.8953
302703,-0.8555
302704,-0.2225
371574,0.0
371575,0.8455
371576,0.8957
371578,-0.1027
371579,0.876
371581,0.8826
371585,0.7482
371586,0.8016
371587,0.8614
371590,-0.0572
371597,0.9001
371601,0.7964
371606,0.4863
371607,0.9489
371608,0.6557
371611,0.8316
371619,0.6925
371620,0.9785
371621,0.8126
371623,-0.4723
371625,0.7479
371629,0.0
371630,0.92
371632,0.0
371634,0.7766
371639,0.34
371642,0.8402
371643,0.6187
371645,0.9468
371646,0.0488
371647,0.7976
371648,0.3612
371650,0.3612
371651,0.4404
371652,0.9937
302706,0.2795
302708,0.3818
302712,0.0772
302713,0.7845
302715,0.5773
302716,0.9021
302717,-0.2732
302718,0.9062
302723,0.4866
302724,0.7701
302725,-0.3301
302726,0.3506
302727,-0.8827
302732,0.3515
302735,0.8882
302741,0.25
302744,0.4939
302752,0.9361
302753,0.3774
302755,-0.0516
302756,-0.8807
302760,0.5635
302763,0.6705
302768,0.3071
302770,0.8979
302773,-0.6347
302774,0.0772
302776,0.802
302777,0.5255
302779,0.9497
302780,0.802
302789,0.7684
302792,0.9638
302793,0.8268
302795,0.9721
302798,0.9584
302799,0.6428
302802,0.7495
371653,0.9508
371655,-0.8689
371657,0.1612
371660,0.5826
371665,0.5676
371675,0.8425
371676,0.6705
371677,0.8671
371680,-0.631
371681,0.9405
371682,0.0927
371684,0.8941
371685,0.0
371686,0.9359
371687,0.3755
371694,0.4854
371711,0.9709
371712,-0.2924
371713,0.6808
371716,0.34
371718,0.0
371722,0.3612
371724,0.8885
371726,0.0
371732,0.9545
371735,0.0
371737,0.6369
371738,0.3182
371747,0.0
371748,0.8588
302811,0.8058
302812,-0.2732
302814,0.9017
302817,0.9705
302825,-0.7906
302828,0.8378
302830,0.7778
302831,-0.839
302834,-0.8432
302835,-0.761
302839,-0.8658
302840,0.8974
302844,0.8043
302846,0.8674
302848,-0.1779
302851,0.3563
302853,0.8437
302854,-0.63
302862,-0.2526
302867,0.5719
302868,0.1531
302877,0.2023
302880,-0.5267
302886,0.6011
302887,-0.8891
302891,0.8481
302893,0.9186
302896,0.8271
302897,0.3182
302899,0.128
302900,-0.9081
302902,-0.0799
302908,0.5913
302909,0.9352
371750,0.4833
371760,0.5719
371761,0.8885
371762,-0.128
371768,0.5106
371770,0.8807
371771,-0.4939
371772,0.9199
371774,0.4019
371778,-0.9808
371779,-0.8806
371784,0.7871
371786,0.8957
371787,0.8641
371788,0.0772
371789,0.7086
371792,-0.2297
371796,0.7003
371798,0.4404
371800,0.5233
371801,0.0772
371805,0.854
371806,-0.3612
371811,0.4019
371812,0.743
371813,-0.1585
371814,0.0
371815,0.0
371818,0.9224
371824,0.0
371826,0.9668
371827,0.9533
371832,0.8765
371834,0.5859
371836,0.3182
371845,0.9074
371846,-0.875
371854,0.9705
371856,-0.846
371860,0.4404
371861,0.9785
371864,0.4215
371866,0.5574
371877,-0.3612
371885,0.0772
371889,-0.0272
371892,-0.1859
371899,0.0869
371900,-0.09
371908,0.0
371910,0.0387
371911,0.765
371913,0.9564
371917,0.8679
371925,-0.3491
371928,-0.0387
371934,0.4019
371936,-0.6705
371937,-0.296
302915,0.7644
302917,0.9719
302918,0.6379
302920,0.9919
302921,-0.7116
302922,-0.765
302924,0.1154
302925,0.8822
302926,0.6597
302928,-0.5423
302930,0.8612
302933,0.9685
302934,0.8922
302936,0.9231
302947,0.2023
302950,0.886
302951,0.7351
302956,-0.0572
302961,-0.128
302965,-0.9936
302967,-0.5423
302974,0.3071
302975,0.0772
302977,0.0
302980,-0.4767
302982,0.5873
302983,0.8171
302985,0.7096
302986,0.9485
302987,0.8225
302989,0.7882
302993,-0.7086
302995,-0.9205
302999,-0.5006
303004,0.9991
303007,0.9418
303010,0.0
303011,0.5574
303013,-0.0258
303016,-0.0258
303017,0.7319
303019,-0.7608
303022,0.8537
303024,-0.4939
303031,0.8608
303032,0.1531
303033,-0.3491
303036,0.9538
303039,0.0258
303040,0.7845
303041,-0.5346
303046,0.7281
303047,0.9933
303049,-0.6249
303050,0.4767
303051,0.496
303052,0.0
371939,0.7876
371944,-0.3892
371945,0.8381
371948,0.0
371953,0.903
371956,0.7351
371960,0.0
371963,0.9339
371965,0.7351
371966,0.7564
371972,0.8717
371981,0.4019
371984,-0.1652
371985,0.4767
371987,0.8593
371989,0.886
371997,-0.8363
372000,0.0
372005,0.9909
372007,0.3832
372008,0.3612
372013,-0.6233
372016,-0.1531
372026,0.9272
372027,0.9382
372031,-0.765
372034,0.8334
372035,0.0
372037,0.0
372038,-0.4451
303053,0.4019
303057,0.9656
303059,0.659
303062,0.7543
303063,0.4404
303064,-0.743
303065,0.1779
303068,-0.1306
303072,0.5106
303073,-0.9403
303074,0.8353
303076,-0.6542
303080,-0.5994
303081,0.0916
303090,-0.974
303092,-0.5927
303094,0.4019
303095,0.4588
303106,-0.0598
303110,-0.296
303114,0.9428
303121,0.984
303126,0.975
303127,0.9689
303128,0.5612
303130,0.952
303131,0.8519
303134,0.7367
303135,-0.5558
303138,-0.8896
303141,0.7003
372039,0.9552
372040,-0.5106
372045,0.6736
